english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
solvency,Regulators conduct stress tests to assess the solvency of major banks.,지급능력,규제 기관은 주요 은행의 지급능력을 평가하기 위해 스트레스 테스트를 실시한다.,支払能力,規制当局は主要銀行の支払能力を評価するためにストレステストを実施する。,偿付能力,监管机构进行压力测试以评估主要银行的偿付能力。,solvencia,Los reguladores realizan pruebas de estrés para evaluar la solvencia de los principales bancos.,khả năng thanh toán,Các cơ quan quản lý tiến hành kiểm tra sức chịu đựng để đánh giá khả năng thanh toán của các ngân hàng lớn.,ความสามารถในการชำระหนี้,หน่วยงานกำกับดูแลทำการทดสอบภาวะวิกฤตเพื่อประเมินความสามารถในการชำระหนี้ของธนาคารใหญ่,solvabilitas,Regulator melakukan uji stres untuk menilai solvabilitas bank-bank besar.
recession,The economy entered a deep recession following the collapse of the housing market.,경기 침체,경제는 주택 시장 붕괴 이후 깊은 경기 침체에 빠졌다.,景気後退,住宅市場の崩壊後、経済は深刻な景気後退に陥った。,衰退,在房地产市场崩溃之后经济进入了深度衰退。,recesión,La economía entró en una profunda recesión tras el colapso del mercado inmobiliario.,suy thoái,Nền kinh tế rơi vào suy thoái sâu sau sự sụp đổ của thị trường nhà ở.,ภาวะถดถอย,เศรษฐกิจเข้าสู่ภาวะถดถอยอย่างรุนแรงหลังตลาดที่อยู่อาศัยล่มสลาย,resesi,Ekonomi memasuki resesi yang dalam menyusul runtuhnya pasar perumahan.
speculation,Excessive speculation in the housing market contributed to the financial crisis.,투기,주택 시장의 과도한 투기가 금융 위기에 기여했다.,投機,住宅市場における過度な投機が金融危機の一因となった。,投机,房地产市场的过度投机导致了金融危机。,especulación,La especulación excesiva en el mercado inmobiliario contribuyó a la crisis financiera.,đầu cơ,Đầu cơ quá mức trong thị trường nhà ở đã góp phần gây ra cuộc khủng hoảng tài chính.,การเก็งกำไร,การเก็งกำไรมากเกินไปในตลาดที่อยู่อาศัยมีส่วนทำให้เกิดวิกฤตการเงิน,spekulasi,Spekulasi berlebihan di pasar perumahan berkontribusi pada krisis keuangan.
outsource,Many corporations outsource manufacturing to countries with lower labour costs.,외주화하다,많은 기업이 인건비가 낮은 국가에 제조를 외주화한다.,外部委託する,多くの企業が人件費の低い国に製造を外部委託している。,外包,许多公司将制造业务外包到劳动力成本较低的国家。,externalizar,Muchas corporaciones externalizan la fabricación a países con costos laborales más bajos.,thuê ngoài,Nhiều tập đoàn thuê ngoài sản xuất ở các quốc gia có chi phí lao động thấp hơn.,จ้างภายนอก,บริษัทหลายแห่งจ้างภายนอกด้านการผลิตไปยังประเทศที่มีค่าแรงต่ำกว่า,mengalihdayakan,Banyak perusahaan mengalihdayakan manufaktur ke negara-negara dengan biaya tenaga kerja yang lebih rendah.
stagnation,Economic stagnation persisted for over a decade following the financial shock.,경기 침체,금융 충격 이후 10년 이상 경기 침체가 지속되었다.,停滞,金融ショック後、10年以上にわたり経済の停滞が続いた。,停滞,金融冲击后经济停滞持续了十多年。,estancamiento,El estancamiento económico persistió durante más de una década tras el shock financiero.,trì trệ,Sự trì trệ kinh tế kéo dài hơn một thập kỷ sau cú sốc tài chính.,ภาวะซบเซา,ภาวะซบเซาทางเศรษฐกิจยังคงดำเนินต่อไปมากกว่าทศวรรษหลังวิกฤตการเงิน,stagnasi,Stagnasi ekonomi berlanjut selama lebih dari satu dekade setelah guncangan keuangan.
macroeconomic,Macroeconomic indicators suggest the economy is heading toward recovery.,거시경제의,거시경제 지표는 경제가 회복을 향해 가고 있음을 시사한다.,マクロ経済の,マクロ経済指標は経済が回復に向かっていることを示唆している。,宏观经济的,宏观经济指标表明经济正朝着复苏的方向发展。,macroeconómico,Los indicadores macroeconómicos sugieren que la economía se dirige hacia la recuperación.,kinh tế vĩ mô,Các chỉ số kinh tế vĩ mô cho thấy nền kinh tế đang hướng tới phục hồi.,เศรษฐกิจมหภาค,ตัวชี้วัดเศรษฐกิจมหภาคบ่งชี้ว่าเศรษฐกิจกำลังมุ่งสู่การฟื้นตัว,makroekonomi,Indikator makroekonomi menunjukkan ekonomi menuju pemulihan.
deflation,Deflation can discourage consumer spending as people anticipate further price drops.,디플레이션,디플레이션은 사람들이 추가 가격 하락을 기대함에 따라 소비 지출을 억제할 수 있다.,デフレーション,デフレはさらなる価格下落を予想して消費支出を抑制する可能性がある。,通货紧缩,通货紧缩可能会抑制消费支出因为人们预期价格会进一步下降。,deflación,La deflación puede desalentar el gasto del consumidor ya que la gente anticipa nuevas caídas de precios.,giảm phát,Giảm phát có thể làm giảm chi tiêu của người tiêu dùng khi mọi người kỳ vọng giá tiếp tục giảm.,ภาวะเงินฝืด,ภาวะเงินฝืดสามารถทำให้การใช้จ่ายของผู้บริโภคลดลงเนื่องจากคนคาดว่าราคาจะลดลงอีก,deflasi,Deflasi dapat mengurangi belanja konsumen karena orang mengantisipasi penurunan harga lebih lanjut.
bailout,The government authorized a massive bailout to prevent the bank from collapsing.,구제 금융,정부는 은행의 붕괴를 방지하기 위해 대규모 구제 금융을 승인했다.,救済措置,政府は銀行の崩壊を防ぐために大規模な救済措置を承認した。,救助,政府批准了大规模救助以防止银行倒闭。,rescate,El gobierno autorizó un rescate masivo para evitar el colapso del banco.,cứu trợ tài chính,Chính phủ đã phê duyệt gói cứu trợ tài chính khổng lồ để ngăn ngân hàng sụp đổ.,การอุ้มกิจการ,รัฐบาลอนุมัติการอุ้มกิจการครั้งใหญ่เพื่อป้องกันไม่ให้ธนาคารล่มสลาย,bailout,Pemerintah mengotorisasi bailout besar-besaran untuk mencegah bank tersebut runtuh.
concessionary,The development bank offered concessionary loans to small enterprises in rural areas.,양허적인,개발은행은 농촌 지역의 소규모 기업에 양허적 대출을 제공했다.,譲許的な,開発銀行は農村部の小規模企業に譲許的な融資を提供した。,优惠的,开发银行向农村地区的小企业提供了优惠贷款。,concesionario,El banco de desarrollo ofreció préstamos concesionarios a pequeñas empresas en áreas rurales.,ưu đãi,Ngân hàng phát triển cung cấp các khoản vay ưu đãi cho doanh nghiệp nhỏ ở vùng nông thôn.,สัมปทาน,ธนาคารเพื่อการพัฒนาเสนอสินเชื่อผ่อนปรนแก่ธุรกิจขนาดเล็กในพื้นที่ชนบท,konsesional,Bank pembangunan menawarkan pinjaman konsesional kepada usaha kecil di daerah pedesaan.
microfinance,Microfinance institutions provide small loans to entrepreneurs who lack access to traditional banking.,소액 금융,소액 금융 기관은 전통적인 은행 서비스를 이용할 수 없는 기업가에게 소액 대출을 제공한다.,マイクロファイナンス,マイクロファイナンス機関は従来の銀行サービスを利用できない起業家に少額融資を提供する。,小额金融,小额金融机构为无法获得传统银行服务的企业家提供小额贷款。,microfinanzas,Las instituciones de microfinanzas proporcionan pequeños préstamos a emprendedores sin acceso a la banca tradicional.,tài chính vi mô,Các tổ chức tài chính vi mô cung cấp các khoản vay nhỏ cho doanh nhân không có quyền truy cập vào ngân hàng truyền thống.,สินเชื่อรายย่อย,สถาบันสินเชื่อรายย่อยให้สินเชื่อขนาดเล็กแก่ผู้ประกอบการที่ไม่สามารถเข้าถึงธนาคารแบบดั้งเดิมได้,keuangan mikro,Lembaga keuangan mikro memberikan pinjaman kecil kepada pengusaha yang tidak memiliki akses ke perbankan tradisional.
